,domain,signaltype,encryptedrequesturl,encryptedhref,encryptedpagetitle,encryptedcontent,signalscount,_c0,domain_exp,know_domain,certainty
1415,rocketreach.co,VISIT,rocketreach.co/martin-maresca-email_55402803,,martin maresca email address & phone number | musimundo senior marketing contact information - rocketreach,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1416,hootsuite.com,CLICK,hootsuite.com/dashboard,,,"huntingdon valley bank
10:00amwe're continuing financial literacy month with helpful tools for your ",1,164,"hootsuite is a social media management platform that helps businesses and individuals manage their social media accounts. it offers a suite of tools to help users schedule posts, monitor conversations, and measure the performance of their social media campaigns. it also provides analytics and reporting features to help users track their progress and optimize their strategies.","q1: yes, 4",q2: 4
1417,indochino.com,CLICK,indochino.com/product/madesimo-linen-sand-blazer,indochino.com/product/stockport-wool-linen-light-blue-blazer,,"stockport wool linen light blue blazer
$399",1,275,"indochino.com is an online custom menswear store offering suits, shirts, outerwear, and accessories. customers can design their own suits and shirts, and have them tailored to their exact measurements. the website also offers a range of ready-to-wear items, as well as a selection of accessories. customers can also book an appointment at one of their showrooms for a personalized shopping experience.","q1: yes, 5",q2: 5
1418,surveymonkey.com,CLICK,surveymonkey.com/create,,,for food,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1419,powtoon.com,VISIT,powtoon.com/online-presentation/e1nlUkwOIbe,,powtoon - onboarding rh - español,,1,166,"powtoon.com is an online platform that enables users to create animated videos and presentations. it offers a wide range of tools and templates to help users create professional-looking videos and presentations quickly and easily. users can also access a library of royalty-free music and sound effects to add to their projects. additionally, powtoon.com provides users with the ability to collaborate with others, share their projects, and access analytics to track their progress.","q1: yes, 5",q2: 5
1420,hootsuite.com,CLICK,hootsuite.com/dashboard,,,"assigned by caroline pare
39m
patrick vachon
barry douglas tactical satellite system terminal.",1,164,"hootsuite is a social media management platform that helps businesses and individuals manage their social media accounts. it offers a suite of tools to help users schedule posts, monitor conversations, and measure the performance of their social media campaigns. it also provides analytics and reporting features to help users track their progress and optimize their strategies.","q1: yes, 4",q2: 4
1421,hootsuite.com,CLICK,hootsuite.com/dashboard,,,"1 post, saturday, 18 march at 11am
volvo construction equipment
11:00am · our popular and proven com",1,164,"hootsuite is a social media management platform that helps businesses and individuals manage their social media accounts. it offers a suite of tools to help users schedule posts, monitor conversations, and measure the performance of their social media campaigns. it also provides analytics and reporting features to help users track their progress and optimize their strategies.","q1: yes, 4",q2: 4
1422,rocketreach.co,CLICK,rocketreach.co/jessica-kozak-email_34432735,,,view jessica's email & phone (it's free),1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1423,surveymonkey.com,CLICK,surveymonkey.com/surveys,surveymonkey.com/summary/ENiBhNZeWq3dX3EPWRhEbYcCS9hfvMMPl_2F_2FffL6sxlJTcOEnxUn8E5Y6LGcONYXR?ut_source=my_surveys_list,,ecore international- company party- york,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1424,powtoon.com,CLICK,powtoon.com/online-presentation/dLiaCTBepVP,www.powtoon.com/hd/25L1O4rGYjQTS5UeO4WPoq,,mp4,1,166,"powtoon.com is an online platform that enables users to create animated videos and presentations. it offers a wide range of tools and templates to help users create professional-looking videos and presentations quickly and easily. users can also access a library of royalty-free music and sound effects to add to their projects. additionally, powtoon.com provides users with the ability to collaborate with others, share their projects, and access analytics to track their progress.","q1: yes, 5",q2: 5
1425,rocketreach.co,CLICK,rocketreach.co/sajan-thomas-email_22928969,rocketreach.co/login/google-oauth2/?next=/&sourcePage=.signup_modal,,continue with google,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1426,sas.com,CLICK,sas.com/en_in/insights/articles/data-management/data-quality-management-what-you-need-to-know.html,www.sas.com/en_in/insights/articles/data-management/the-five-d-s-of-data-preparation.html,,"article
the five d's of data preparation
from discovering which data is best to use, to delivering i",1,137,"sas.com provides analytics software and services to help organizations make better decisions, faster. it offers a range of products and services, from data management to predictive analytics, to help organizations gain insights from their data. users can access tutorials, resources, and support to help them get the most out of their analytics solutions.","q1: yes, 5",q2: 5
1427,hootsuite.com,CLICK,hootsuite.com/dashboard,,,"metropolitan associates apartment communities
metropolitan associates apartment communities",1,164,"hootsuite is a social media management platform that helps businesses and individuals manage their social media accounts. it offers a suite of tools to help users schedule posts, monitor conversations, and measure the performance of their social media campaigns. it also provides analytics and reporting features to help users track their progress and optimize their strategies.","q1: yes, 4",q2: 4
1428,surveymonkey.com,CLICK,surveymonkey.com/summary/Jz1ZYAMqRLmoKFzM6VH7iChiSmVhoI6dJu22oZnfznmVmHdxuUh1VLOJuV35BUh_2B,surveymonkey.com/analyze/Jz1ZYAMqRLmoKFzM6VH7iJ80auI2ZciIcjYZEojEBsk_3D,,analyze results,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1429,surveymonkey.com,VISIT,surveymonkey.com/summary/exdTusqhH_2BL_2Bz0oTkAZKb9cW7vj1nNOXUrAz01EK47M_2FvdYL_2FcpqcxlaRULQBu2m,,welcome to surveymonkey!,,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1430,rocketreach.co,VISIT,rocketreach.co/7nt-engineering-management_b560e5ebf91dd58c,,7nt engineering management team | org chart,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1431,rocketreach.co,VISIT,rocketreach.co/alicia-chen-email_53607424,,alicia chen email address & phone number | the raine group associate contact information - rocketreach,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1432,masterclass.com,CLICK,masterclass.com/classes/alexis-ohanian-teaches-building-your-startup/chapters/speaking-up-and-standing-up,masterclass.com/classes/alexis-ohanian-teaches-building-your-startup/chapters/speaking-up-and-standing-up#class-info,,class info,1,309,"domain masterclass.com offers online courses and tutorials in a variety of topics, such as business, technology, and creative skills. users can access video lessons, practice activities, and assessments to learn and develop their skills. they can also connect with experts and peers to get feedback and support.","q1: yes, 5",q2: 5
1433,surveymonkey.com,VISIT,surveymonkey.com/team/users/detail/606747,,surveymonkey – my team: user detail,,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1434,elastic.co,VISIT,elastic.co/guide/en/logstash/8.7/logstash-8-3-3.html,,logstash 8.3.3 release notes | logstash reference [8.7] | elastic,,1,151,"elastic.co provides a suite of products and services to help users search, analyze, and visualize data. it offers a range of open source and commercial products, including elasticsearch, kibana, beats, and logstash. users can use these products to store, search, analyze, and visualize data in real time. additionally, elastic.co provides support, training, and consulting services to help users get the most out of their data.","q1: yes, 5",q2: 5
1435,surveymonkey.com,CLICK,surveymonkey.com/summary/ovYbLWVcBQ8AUE4qjvfphq02sEaSQqBs07G84hF0QlQ_3D,,,manager,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1436,surveymonkey.com,CLICK,surveymonkey.com/summary/YWhCz2cPZyhHCMQtRlOs9OvKUmfZoC5W2CueUCStlboWMGIyiy5_2BXjJQKjwzH0Bv,surveymonkey.com/collect/list?sm=YWhCz2cPZyhHCMQtRlOs9DMVUQdrseSoWsKnAQ1SgzM_3D,,collect responses,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1437,onepeloton.com,VISIT,onepeloton.com/delivery/97e04cad4f984a04a0dd190cabd6d466,,peloton,,1,107,"onepeloton.com offers a variety of fitness products and services, including interactive home fitness bikes, digital and on-demand classes, and accessories. users can access live and on-demand classes, track their progress, and connect with other members. the website also offers a variety of apparel and accessories.","q1: yes, 5",q2: 5
1438,rocketreach.co,CLICK,rocketreach.co/gina-galita-email_40718236,,,view gina's email,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1439,rocketreach.co,VISIT,rocketreach.co/josephine-tan-email-lookup_8484469,,josephine tan's contact lookup details,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1440,masterclass.com,VISIT,masterclass.com/articles/how-to-tenderize-chicken,,how to cut shiitake mushrooms - 2023 - masterclass,,1,309,"domain masterclass.com offers online courses and tutorials in a variety of topics, such as business, technology, and creative skills. users can access video lessons, practice activities, and assessments to learn and develop their skills. they can also connect with experts and peers to get feedback and support.","q1: yes, 5",q2: 5
1441,hootsuite.com,CLICK,hootsuite.com/dashboard,,,"built prefab
1:00pm · introducing built prefab's sunlight model: a 992 sq. ft. prefab modular home w",1,164,"hootsuite is a social media management platform that helps businesses and individuals manage their social media accounts. it offers a suite of tools to help users schedule posts, monitor conversations, and measure the performance of their social media campaigns. it also provides analytics and reporting features to help users track their progress and optimize their strategies.","q1: yes, 4",q2: 4
1442,rocketreach.co,CLICK,rocketreach.co/ian-sibley-email_6918218,rocketreach.co/login/google-oauth2/?next=/&sourcePage=.signup_modal,,continue with google,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1443,rocketreach.co,VISIT,rocketreach.co/kiersten-burge-hendrix-email_65317220,,"kiersten burge-hendrix email address & phone number | quest university canada faculty member, director of the learning commons , and rhetoric programme coordinator contact information - rocketreach",,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1444,ontra.ai,CLICK,ontra.ai/resource/guide/private-markets-digital-transformation,www.ontra.ai/resource-library,,resources,1,172,"ontra.ai is a website that provides users with a range of services, such as online marketing, website design, and seo optimization. it offers a suite of tools to help users create and manage their online presence, including website building, content creation, and analytics. it also provides users with access to a range of experts who can help them with their online marketing needs.","q1: yes, 4",q2: 4
1445,grow.stanford.edu,CLICK,grow.stanford.edu/browse,grow.stanford.edu/browse/digital-transformation-playbook-leverage-technology-to-innovate-your-business/?ab=browse&adgroup=INO-NT+-+Innovation+-+All&adgroupid=58700007491658164&adposition=&campaignid=71700000088561849&device=c&extensionid=&feeditemid=&format=online&gclsrc=aw.ds&kwid=43700067400459867&loc_interest_ms=&loc_physical_ms=9021457&matchtype=b&network=g&program_type=strategy&targetid=kwd-295820499733,,digital transformation playbook: leverage technology to innovate your business,1,291,"grow.stanford.edu is a website that provides resources and services to help stanford students, faculty, and staff with their professional development. it offers career exploration, job search, resume and cover letter assistance, and career coaching. it also provides access to a variety of online tools and resources, such as career assessments, job postings, and career events. users can also access career advice and resources from stanford alumni.","q1: yes, 4",q2: 4
1446,rocketreach.co,CLICK,rocketreach.co/udaya-cabral-email_270729094,rocketreach.co/login/google-oauth2/?next=/&sourcePage=.signup_modal,,continue with google,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1447,stackadapt.com,CLICK,stackadapt.com/editor,,,"​
display | holiday food & recipes | uk
display | top 200 comscore | au
display | law, govt & politi",1,313,"stackadapt.com is a digital advertising platform that helps brands reach their target audiences. it offers a range of services, including programmatic buying, retargeting, audience targeting, and more. users can create campaigns, track performance, and optimize their campaigns for maximum reach and engagement.","q1: yes, 4",q2: 4
1448,elastic.co,VISIT,elastic.co/guide/en/kibana/7.11/release-notes-7.0.1.html,,kibana 7.0.1 | kibana guide [7.11] | elastic,,1,151,"elastic.co provides a suite of products and services to help users search, analyze, and visualize data. it offers a range of open source and commercial products, including elasticsearch, kibana, beats, and logstash. users can use these products to store, search, analyze, and visualize data in real time. additionally, elastic.co provides support, training, and consulting services to help users get the most out of their data.","q1: yes, 5",q2: 5
1449,surveymonkey.com,CLICK,surveymonkey.com/stories/mRUzY_2FhngmKjlN6jn3_2BG1mi3DZ9rROUc1olGsMudwLA_3D,surveymonkey.com/collect/list?sm=mRUzY_2FhngmKjlN6jn3_2BG1jH_2FyXPjz9eM9FztC7Trllw_3D,,collect responses,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1450,powtoon.com,CLICK,powtoon.com/online-presentation/b43lAAYptrM,,,export,1,166,"powtoon.com is an online platform that enables users to create animated videos and presentations. it offers a wide range of tools and templates to help users create professional-looking videos and presentations quickly and easily. users can also access a library of royalty-free music and sound effects to add to their projects. additionally, powtoon.com provides users with the ability to collaborate with others, share their projects, and access analytics to track their progress.","q1: yes, 5",q2: 5
1451,surveymonkey.com,CLICK,surveymonkey.com/surveys,,,survey link 1 (1 response),1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1452,rocketreach.co,VISIT,rocketreach.co/alison-johnson-email_159014776,,alison johnson email address & phone number | ajaii director contact information - rocketreach,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1453,eaton.com,CLICK,eaton.com/hu/hu-hu/services.html,www.eaton.com/hu/hu-hu/services/ups-batteries-and-services.html,,ups and battery services,1,33,"eaton.com provides a wide range of products and services, including power management solutions, electrical components, hydraulic components, and aerospace fuel, hydraulic, and pneumatic systems. users can find product information, order parts, and access technical support.","q1: yes, 4",q2: 4
1454,rapidapi.com,CLICK,rapidapi.com/organization/inutil,,,trueway places,1,288,"rapidapi is a marketplace for developers to discover, connect, and manage apis. it offers a wide range of apis from different categories, such as weather, maps, payments, and more. users can search for apis, test them, and integrate them into their applications. rapidapi also provides tools to monitor api performance and usage.","q1: yes, 4",q2: 4
1455,studio.d-id.com,CLICK,studio.d-id.com,,,"awaluddin s kom
11 credits left",1,184,"studio.d-id.com offers domain registration, hosting, website building, and email services. users can create and manage their own websites, register domains, and create custom email addresses. they can also access a variety of tools to help them build and manage their websites.","q1: yes, 4",q2: 4
1456,stackadapt.com,CLICK,stackadapt.com/admin-tools/ad-audit,,,"javascript tag
enabled
gdpr status

none

brand name

landmark 24 realty, landmark 24 homes

brand v",1,313,"stackadapt.com is a digital advertising platform that helps brands reach their target audiences. it offers a range of services, including programmatic buying, retargeting, audience targeting, and more. users can create campaigns, track performance, and optimize their campaigns for maximum reach and engagement.","q1: yes, 4",q2: 4
1457,rocketreach.co,CLICK,rocketreach.co/zac-rosenbaum-email_8166763,,,continue with email,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1458,rocketreach.co,VISIT,rocketreach.co/russell-barnaby-email_125277719,,russell barnaby email address & phone number | choate lane llc partner contact information - rocketreach,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1459,pmi.org,CLICK,pmi.org/shop/p-/elearning/project-management-basics---an-official-pmi-online-course/16125,pmi.nui.media/pipeline/490424/0/cj?ajkey=V1227916739J-573J8100L4136691607DF011L691293L696392QL413712QQP0G00G0Q1C801AD0000001110000G0PG30H36W87e14a99e2DW429d62DW44f4f2DW4b18b2DX1218c2995fe89cG0G010,,﻿,1,148,"pmi.org is a project management resource hub offering a range of services, such as certification, training, publications, research, and networking. it provides access to tools, templates, and best practices to help project managers succeed. it also offers a library of resources, including articles, videos, and podcasts.","q1: yes, 4",q2: 4
1460,stocksy.com,CLICK,stocksy.com/search/%22san%20francisco%22,stocksy.com/cta/welcome,,contribute to stocksy,1,31,"stocksy is a royalty-free stock photography website offering high-quality images, videos, and music. users can search, purchase, and download images, videos, and music for commercial and personal use. they can also upload their own images and videos to the website to be sold. stocksy also offers a range of services such as custom image requests, exclusive collections, and more.","q1: yes, 5",q2: 5
1461,procore.com,CLICK,procore.com/virtual-training/quick-capture-new-feature-beta,,,7:04,1,183,"procore is a construction project management platform that provides users with tools to manage projects, documents, and communication. it offers a suite of cloud-based applications, including project management, document control, quality & safety, and field management. users can access project information, collaborate with team members, and track progress from any device. procore also provides mobile apps for ios and android.","q1: yes, 5",q2: 5
1462,powtoon.com,CLICK,powtoon.com/online-presentation/fqoSCDjsmRa,,,mp4,1,166,"powtoon.com is an online platform that enables users to create animated videos and presentations. it offers a wide range of tools and templates to help users create professional-looking videos and presentations quickly and easily. users can also access a library of royalty-free music and sound effects to add to their projects. additionally, powtoon.com provides users with the ability to collaborate with others, share their projects, and access analytics to track their progress.","q1: yes, 5",q2: 5
1463,surveymonkey.com,VISIT,surveymonkey.com/summary/NYfFF96AMcYb1BcT6wjX0eWsTwMIxxo3a3edu6_2FTV9HXO8tsupw7QX2vGJ3FcqTM,,welcome to surveymonkey!,,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1464,rocketreach.co,VISIT,rocketreach.co/healthier-quail-eggs-llc-profile_b42f3b51febe9faf,,healthier quail eggs llc: contact details and business profile,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1465,surveymonkey.com,CLICK,surveymonkey.com/collect/email/manage,surveymonkey.com/create/preview/?sm=8tUwtkJbgsf_2BP0cvGQwpFhDzA6pyQ8zcEvTJJPDIPLM_3D&tab_clicked=1,,preview & score,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1466,powtoon.com,CLICK,powtoon.com/online-presentation/dOUPSgjShbU,,,00:39,1,166,"powtoon.com is an online platform that enables users to create animated videos and presentations. it offers a wide range of tools and templates to help users create professional-looking videos and presentations quickly and easily. users can also access a library of royalty-free music and sound effects to add to their projects. additionally, powtoon.com provides users with the ability to collaborate with others, share their projects, and access analytics to track their progress.","q1: yes, 5",q2: 5
1467,hootsuite.com,CLICK,hootsuite.com/dashboard,,,"comment on ""who else is missin’ beach volleyball nights down at cedar beach?!""
salt shack


fast_com",1,164,"hootsuite is a social media management platform that helps businesses and individuals manage their social media accounts. it offers a suite of tools to help users schedule posts, monitor conversations, and measure the performance of their social media campaigns. it also provides analytics and reporting features to help users track their progress and optimize their strategies.","q1: yes, 4",q2: 4
1468,surveymonkey.com,VISIT,surveymonkey.com/summary/F_2F37MaO47jb4qsbZ5P7eled42SjoqQxOhKl2_2BU9NEL4_3D,,surveymonkey survey summary,,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1469,stocksy.com,VISIT,stocksy.com/search/kia,,830 stock media search results for 'parrot' – stocksy,,1,31,"stocksy is a royalty-free stock photography website offering high-quality images, videos, and music. users can search, purchase, and download images, videos, and music for commercial and personal use. they can also upload their own images and videos to the website to be sold. stocksy also offers a range of services such as custom image requests, exclusive collections, and more.","q1: yes, 5",q2: 5
1470,snowflake.com,CLICK,snowflake.com/data-cloud-world-tour/apj/seoul-video-library,,,27:59,1,51,"snowflake.com provides cloud-based data warehousing services. it enables users to store, query, analyze, and share data in a secure and cost-effective manner. it also offers data integration, data sharing, and data security services. it provides a wide range of features such as data loading, query optimization, data sharing, and data security. it also offers a range of analytics tools to help users gain insights from their data.","q1: yes, 5",q2: 5
1471,hootsuite.com,CLICK,hootsuite.com/dashboard,,,"unapproved 2:00pm 
🤔 are you looking for ways to save money on groceries? our recent survey shows th",1,164,"hootsuite is a social media management platform that helps businesses and individuals manage their social media accounts. it offers a suite of tools to help users schedule posts, monitor conversations, and measure the performance of their social media campaigns. it also provides analytics and reporting features to help users track their progress and optimize their strategies.","q1: yes, 4",q2: 4
1472,rocketreach.co,VISIT,rocketreach.co/westside-studio-canada-sales-department_b5e242a1f42e6286,,westside studio canada management team | org chart,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1473,surveymonkey.com,CLICK,surveymonkey.com/summary/_2F97Pbpgzm0qkQF9bTOQ8H4qNkGZeIAgeNqnV0QKWh5xn94zAZprp0M1LyVIOeAD0,surveymonkey.com/collect/?sm=v8sqRD1Ld_2Bw_2FLmeUKgIEzKIWsPS73aHPv2zQKx6Bg6DWxIU4C4TDtau3m9Pc9z8T,,web link 1,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1474,pmi.org,VISIT,pmi.org/learning/library/overcoming-stakeholder-resistance-10696,,التغلب على مقاومة أصحاب المصلحة من خلال الحوار,,1,148,"pmi.org is a project management resource hub offering a range of services, such as certification, training, publications, research, and networking. it provides access to tools, templates, and best practices to help project managers succeed. it also offers a library of resources, including articles, videos, and podcasts.","q1: yes, 4",q2: 4
1475,indochino.com,CLICK,indochino.com/showroom/washington,indochino.com/product/harrogate-black-suit,,harrogate black suit,1,275,"indochino.com is an online custom menswear store offering suits, shirts, outerwear, and accessories. customers can design their own suits and shirts, and have them tailored to their exact measurements. the website also offers a range of ready-to-wear items, as well as a selection of accessories. customers can also book an appointment at one of their showrooms for a personalized shopping experience.","q1: yes, 5",q2: 5
1476,sas.com,CLICK,sas.com/en_in/learn/academic-programs/resources/professor-workshops.html,,,software,1,137,"sas.com provides analytics software and services to help organizations make better decisions, faster. it offers a range of products and services, from data management to predictive analytics, to help organizations gain insights from their data. users can access tutorials, resources, and support to help them get the most out of their analytics solutions.","q1: yes, 5",q2: 5
1477,hootsuite.com,CLICK,hootsuite.com/dashboard,,,"combination feed & hem - 4 flute - chipbreaker rougher - variable pitch

hevf-c-4",1,164,"hootsuite is a social media management platform that helps businesses and individuals manage their social media accounts. it offers a suite of tools to help users schedule posts, monitor conversations, and measure the performance of their social media campaigns. it also provides analytics and reporting features to help users track their progress and optimize their strategies.","q1: yes, 4",q2: 4
1478,surveymonkey.com,CLICK,surveymonkey.com/summary/pvPr_2BGgQVAf85hktLoKEwC2tKB5MyYYnpaDCc9qeNrudbhlGMzEdPqAv3Cv5SDTa,surveymonkey.com/collect/email/manage?sm=pDM3h4BmI4EHcCSXdkLvpeUZHf5uQ020DE_2FQ406xkOVoIsPi8ATeH_2BZerXas6zh2,,email invitation 1,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1479,rocketreach.co,VISIT,rocketreach.co/todd-ramasar-email_58958044,,todd ramasar email address & phone number | life sports management president and ceo contact information - rocketreach,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
